,Windows,Mac,Linux,engine,release_date,genre,theme,players,score_final,rating,link
9041,True, False, False,XNA,Released 2012,Role Playing,Fantasy,Single & Multiplayer,9.7,363, http://indiedb.com/games/secrets-of-grindea
9042,True, True, False,FlashPunk,Released 2012,Arcade,Horror,Single Player,8.4,9 v, http://indiedb.com/games/probability-0
9044,True, False, False,Custom Built,Released 2012,Arcade,Fighter,Single & Multiplayer,7.0,1 v, http://indiedb.com/games/genix
9048,True, True, False,Custom Built,Released 2010,Adventure,Comic,Single Player,8.4,14 , http://indiedb.com/games/sam-max-the-devils-playhouse
9050,True, False, False,Flight Engine,Released 2012,Role Playing,Fantasy,Single Player,10.0,1 v, http://indiedb.com/games/9th-dawn
9051,True, False, False,Construct,Released 2012,Platformer,Abstract,Single Player,7.0,5 v, http://indiedb.com/games/shadow-depths
9052,True, False, False,Adventure Game Studio,Released 2012,Point and Click,Education,Single Player,8.7,6 v, http://indiedb.com/games/a-cats-night
9053,True, False, False,FPSC,Released 2012,First Person Shooter,Horror,Single Player,7.0,1 v, http://indiedb.com/games/no-virus-allowed
9055,True, False, False,Custom Built,Released 2012,Rhythm,Nature,Single Player,9.7,10 , http://indiedb.com/games/kyoto
9057,True, True, False,Unity,Released 2012,Arcade,Comedy,Single Player,9.4,5 v, http://indiedb.com/games/vampires-guide-them-to-safety
9058,True, True, True,Custom Built,Released 2012,Tower Defense,Sci-Fi,Single Player,2.0,1 v, http://indiedb.com/games/shadow-struggles
9059,True, False, False,Custom Built,Released 2012,Role Playing,Medieval,Single Player,9.3,8 v, http://indiedb.com/games/etharnion-rpg
9061,True, False, False,XNA,Released 2012,Platformer,Sci-Fi,Single Player,8.8,14 , http://indiedb.com/games/vanquish-the-adventures-of-lady-exton
9063,True, True, True,Custom Built,Released 2003,Realistic Sim,Realism,Single Player,7.1,20 , http://indiedb.com/games/bridge-construction-set
9064,True, True, False,Custom Built,Released 2012,First Person Shooter,Comic,Multiplayer,6.0,3 v, http://indiedb.com/games/battle-cubes
9066,True, False, False,RPG Maker VX,Released 2011,Role Playing,Medieval,Single Player,5.5,2 v, http://indiedb.com/games/bleh
9067,True, False, False,Monkey,Released 2012,Arcade,Abstract,Single Player,6.8,4 v, http://indiedb.com/games/ninjah
9070,True, True, True,ShiVa3D,Released 2012,Third Person Shooter,Horror,Single Player,10.0,2 v, http://indiedb.com/games/regin-muerta
9073,True, False, False,Unity,Released 2012,Third Person Shooter,Horror,Single Player,6.5,17 , http://indiedb.com/games/i-am-weapon
9076,True, False, False,Unity,Released 2011,Adventure,Fantasy,Single Player,7.2,25 , http://indiedb.com/games/kairo
9079,True, True, False,Custom Built,Released 2012,Puzzle Compilation,Fantasy,Single Player,4.0,1 v, http://indiedb.com/games/sc-black-duck-studio-srl
9080,True, False, False,GameMaker: Studio,Released 2012,Arcade,Sci-Fi,Single Player,4.5,2 v, http://indiedb.com/games/space-strike
9082,True, False, False,Adobe Flash Professional,Released 2012,Arcade,Sci-Fi,Single Player,10.0,3 v, http://indiedb.com/games/gare-sapphire-mechs
9086,True, False, False,Unreal Development Kit,Released 2012,Arcade,Comedy,Single Player,10.0,1 v, http://indiedb.com/games/tegs-playground-5
9089,True, False, False,Unity,Released 2012,First Person Shooter,Comedy,Single Player,9.5,2 v, http://indiedb.com/games/hippie-swarm
9090,True, False, False,Custom Built,Released 2011,First Person Shooter,Sci-Fi,Multiplayer,8.2,17 , http://indiedb.com/games/augustine
9091,True, True, True,Ren'py,Released 2012,Role Playing,Fantasy,Single Player,7.7,63 , http://indiedb.com/games/loren-the-amazon-princess
9092,True, True, True,Ren'py,Released 2011,Visual Novel,Sci-Fi,Single Player,7.7,49 , http://indiedb.com/games/planet-stronghold
9097,True, False, False,Unreal Development Kit,Released 2012,Third Person Shooter,War,Single Player,4.2,31 , http://indiedb.com/games/hypersonic-4
9099,True, True, False,Custom Built,Released 2011,Family,Comedy,Single Player,7.4,11 , http://indiedb.com/games/puzzle-agent-2
9105,True, True, True,ShiVa3D,Released 2009,Family,Abstract,Single Player,9.5,2 v, http://indiedb.com/games/brukkon
9106,True, False, False,Custom Built,Released 2008,Family,Fantasy,Single Player,10.0,5 v, http://indiedb.com/games/crazy-machines-ii
9107,True, True, False,Unity,Released 2012,Adventure,Comedy,Single Player,6.5,11 , http://indiedb.com/games/macguffins-curse
9113,True, False, False,2D Fighter Maker 2nd,Released 2010,Fighting,Comedy,Single Player,5.5,2 v, http://indiedb.com/games/spf-road-to-wastedmania
9115,True, False, False,RPG Maker XP,Released 2011,Racing,Comic,Single Player,10.0,1 v, http://indiedb.com/games/miciosegone-grand-prix
9123,True, True, True,Custom Built,Released 2012,Realistic Sim,Realism,Single Player,10.0,1 v, http://indiedb.com/games/partisan-nation
9129,True, False, False,Unity,Released 2012,Turn Based Strategy,Sci-Fi,Multiplayer,8.0,47 , http://indiedb.com/games/fray
9130,True, False, False,Unity,Released 2012,Puzzle Compilation,Sci-Fi,Single Player,9.3,3 v, http://indiedb.com/games/gauntlet
9132,True, False, False,Blender Game Engine,Released 2012,First Person Shooter,Abstract,Single Player,7.0,1 v, http://indiedb.com/games/residue-pk
9134,True, False, False,RPG Maker VX,Released 2009,Adventure,Horror,Single Player,8.4,55 , http://indiedb.com/games/one-night-2-the-beyond
9136,True, False, False,Custom Built,Released 2012,Soccer,Sport,Multiplayer,10.0,1 v, http://indiedb.com/games/netsoccer
9140,True, True, True,Unity,Released 2011,Real Time Strategy,Fantasy,Single Player,6.5,17 , http://indiedb.com/games/orczz
9143,True, False, False,GameStudio A8,Released 2012,Tower Defense,Sci-Fi,Single Player,2.0,1 v, http://indiedb.com/games/nuke-the-bots
9150,True, False, False,GameMaker: Studio,Released 2011,Arcade,Sci-Fi,Single Player,1.0,1 v, http://indiedb.com/games/red-sky
9152,True, False, False,Multimedia Fusion,Released 2012,Adventure,Fantasy,Single Player,9.5,24 , http://indiedb.com/games/the-sea-will-claim-everything
9153,True, False, True,ShiVa3D,Released 2012,Turn Based Strategy,War,Single Player,8.4,16 , http://indiedb.com/games/non-flying-soldiers
9154,True, False, False,Custom Built,Released 2012,First Person Shooter,Horror,Single Player,10.0,1 v, http://indiedb.com/games/demon-house
9157,True, False, False,Custom Built,Released 2012,Adventure,Fantasy,Single Player,6.9,32 , http://indiedb.com/games/microtale
9158,True, True, False,Custom Built,Released 2012,Role Playing,Fantasy,Single Player,8.6,18 , http://indiedb.com/games/avernum-the-great-trials-trilogy
9159,True, True, True,Custom Built,Released 2010,Family,Nature,Single Player,8.5,11 , http://indiedb.com/games/spirits
9162,True, False, False,LÖVE,Released 2011,Arcade,Sci-Fi,Single & Multiplayer,8.9,7 v, http://indiedb.com/games/navigator
9164,True, False, False,XNA,Released 2012,Platformer,Comic,Single Player,8.6,22 , http://indiedb.com/games/triangle-man
9166,True, True, False,Unity,Released 2012,Tower Defense,Comic,Single Player,6.7,3 v, http://indiedb.com/games/happy-land-defender
9171,True, False, False,Unreal Development Kit,Released 2012,First Person Shooter,Horror,Multiplayer,8.0,47 , http://indiedb.com/games/charnel
9173,True, False, False,XNA,Released 2012,Arcade,Sci-Fi,Single Player,9.0,3 v, http://indiedb.com/games/borealis
9174,True, False, False,GameMaker: Studio,Released 2012,Arcade,Horror,Single Player,9.2,5 v, http://indiedb.com/games/always-running
9178,True, False, False,Torque 3D,Released 2012,Racing,Realism,Single & Multiplayer,7.0,1 v, http://indiedb.com/games/offroad-racing
9179,True, False, False,Custom Built,Released 2011,Racing,Sci-Fi,Single Player,9.5,124, http://indiedb.com/games/nitronic-rush
9181,True, True, True,Ren'py,Released 2012,Visual Novel,Anime,Single Player,9.7,55 , http://indiedb.com/games/katawa-shoujo
9183,True, False, False,Custom Built,Released 2012,Role Playing,Fantasy,Single Player,7.0,1 v, http://indiedb.com/games/deepfall-dungeon
9184,True, False, False,XNA,Released 2012,Platformer,Sci-Fi,Single Player,7.0,1 v, http://indiedb.com/games/spin-doctor
9187,True, False, False,Custom Built,Released 2011,Grand Strategy,History,Single & Multiplayer,9.3,12 , http://indiedb.com/games/revolution-under-siege
9188,True, False, False,Unity,Released 2012,Hack 'n' Slash,Abstract,Single Player,9.0,3 v, http://indiedb.com/games/inertial-bash
9189,True, False, False,Custom Built,Released 2009,Rhythm,Sci-Fi,Single Player,8.4,8 v, http://indiedb.com/games/space-music
9190,True, False, False,GameMaker: Studio,Released 2008,Adventure,Sci-Fi,Multiplayer,6.4,5 v, http://indiedb.com/games/space-bimbos
9196,True, True, False,Unity,Released 2011,Arcade,Sci-Fi,Single Player,4.0,3 v, http://indiedb.com/games/space-arena
9199,True, True, True,Custom Built,Released 2010,Puzzle Compilation,Sci-Fi,Single Player,9.0,150, http://indiedb.com/games/spacechem
9201,True, True, False,Unity,Released 2012,Arcade,Comic,Single & Multiplayer,10.0,1 v, http://indiedb.com/games/space-rat-xplode
9203,True, False, False,GameMaker: Studio,Released 2012,Platformer,Nature,Single & Multiplayer,8.0,1 v, http://indiedb.com/games/cave-jumper
9205,True, True, False,Unity,Released 2012,Adventure,Sci-Fi,Single Player,5.5,2 v, http://indiedb.com/games/space-craft
9209,True, True, False,Unity,Released 2012,Role Playing,Fantasy,Single Player,7.6,5 v, http://indiedb.com/games/gamebook-adventures-4-revenant-rising
9213,True, False, False,XNA,Released 2012,Educational,Sci-Fi,Single Player,8.5,2 v, http://indiedb.com/games/q-bitz
9215,True, False, False,Unity,Released 2012,Platformer,Fighter,Single & Multiplayer,9.8,10 , http://indiedb.com/games/blipbloop
9218,True, True, False,Unity,Released 2011,Puzzle Compilation,Fantasy,Single Player,5.9,7 v, http://indiedb.com/games/mecha-world
9220,True, True, True,Flixel,Released 2012,Turn Based Tactics,History,Single Player,7.0,4 v, http://indiedb.com/games/strategery-2012-right-makes-might
9224,True, False, False,Custom Built,Released 2011,Hack 'n' Slash,Horror,Single Player,6.7,135, http://indiedb.com/games/dead-meets-lead
9228,True, False, False,Custom Built,Released 2012,Adventure,Horror,Single Player,1.6,12 , http://indiedb.com/games/slender-the-8-pages
9229,True, False, False,RPG Maker VX,Released 2012,Stealth,Horror,Single Player,8.5,2 v, http://indiedb.com/games/slendermans-army
9230,True, True, True,Unity,Released Feb 2 2013,First Person Shooter,Horror,Single Player,8.1,25 , http://indiedb.com/games/slender-the-nine-pages
9231,True, False, False,Unity,Released Jun 24 2014,First Person Shooter,Horror,Single Player,10.0,1 v, http://indiedb.com/games/slenderman-must-die-chapter-2
9238,True, False, False,Custom Built,Released 2012,Roguelike,Fantasy,Single Player,9.5,6 v, http://indiedb.com/games/verlies
9240,True, True, False,Unity,Released Feb 6 2015,Adventure,Sci-Fi,Single Player,8.8,14 , http://indiedb.com/games/planetship
9242,True, True, False,Custom Built,Released Dec 22 2014,Arcade,Abstract,Single Player,9.5,2 v, http://indiedb.com/games/geometry-dash
9245,True, False, False,Custom Built,Released Oct 30 2014,Role Playing,Fantasy,Single Player,8.5,2 v, http://indiedb.com/games/hardland
9246,True, False, False,Unity,Released Jul 11 2014,Platformer,Comedy,Single Player,8.0,1 v, http://indiedb.com/games/waffles-and-then-some
9252,True, False, False,Wintermute,Released 2012,Point and Click,Abstract,Single Player,8.7,96 , http://indiedb.com/games/the-kite
9256,True, False, False,Unity,Released 2012,Platformer,Fantasy,Multiplayer,9.0,3 v, http://indiedb.com/games/crank
9264,True, False, False,Custom Built,Released 2011,Platformer,Comic,Single & Multiplayer,8.4,21 , http://indiedb.com/games/the-adventures-of-shuggy
9265,True, False, False,GameMaker: Studio,Released 2012,Adventure,Horror,Single Player,7.1,30 , http://indiedb.com/games/home
9266,True, False, False,Unreal Development Kit,Released 2012,First Person Shooter,Abstract,Multiplayer,8.2,6 v, http://indiedb.com/games/applied-science
9268,True, True, True,Custom Built,Released 2012,Role Playing,Fantasy,Single & Multiplayer,10.0,3 v, http://indiedb.com/games/cohorts-of-kargonar
9270,True, False, False,RPG Maker XP,Released 2012,Role Playing,Anime,Single Player,7.0,8 v, http://indiedb.com/games/gtterdmmerung-rpg
9271,True, False, False,FPSC,Released 2012,First Person Shooter,Horror,Single Player,7.7,190, http://indiedb.com/games/the-briefcase
9272,True, True, False,Unity,Released 2012,Platformer,Abstract,Single Player,6.7,3 v, http://indiedb.com/games/atomic
9275,True, False, False,XNA,Released 2012,Arcade,Noire,Single & Multiplayer,8.5,2 v, http://indiedb.com/games/rotation-fixation
9276,True, False, False,Unity,Released 2012,Platformer,Abstract,Single Player,9.0,2 v, http://indiedb.com/games/time-slash-clash-of-eras
9277,True, True, True,Custom Built,Released 2011,Adventure,Medieval,Single Player,8.3,3 v, http://indiedb.com/games/maziaks
9278,True, False, False,GameMaker: Studio,Released 2012,Platformer,Abstract,Single Player,9.0,3 v, http://indiedb.com/games/bounded
9281,True, True, True,Custom Built,Released 2003,Arcade,Abstract,Single Player,8.0,188, http://indiedb.com/games/neverball
9283,True, False, False,GameMaker: Studio,Released 2012,Platformer,Sci-Fi,Single Player,10.0,1 v, http://indiedb.com/games/catalyst
9284,True, False, False,Unknown,Released 2006,Platformer,Comic,Single Player,9.0,1 v, http://indiedb.com/games/montezumas-revenge-remake
9285,True, True, False,Unity,Released 2012,Adventure,Sci-Fi,Single Player,10.0,1 v, http://indiedb.com/games/torak
9293,True, True, True,Custom Built,Released 2011,Arcade,Sci-Fi,Single Player,10.0,1 v, http://indiedb.com/games/urth
9294,True, True, False,Unity,Released 2012,Combat Sim,Sci-Fi,Single Player,9.3,3 v, http://indiedb.com/games/dangerous
9296,True, True, False,Unknown,Released 2012,Third Person Shooter,Horror,Single Player,6.0,3 v, http://indiedb.com/games/bloodland
9300,True, True, True,Custom Built,Released 2011,Arcade,Nature,Single Player,7.4,5 v, http://indiedb.com/games/lightfish
9307,True, False, False,Custom Built,Released 2010,Arcade,Comic,Single & Multiplayer,9.6,5 v, http://indiedb.com/games/the-line1
9308,True, True, True,VRender,Released 2011,Arcade,Fantasy,Single Player,9.4,5 v, http://indiedb.com/games/marball-odyssey
9309,True, True, True,Custom Built,Released 2011,Role Playing,Fantasy,Single Player,10.0,3 v, http://indiedb.com/games/legends-of-yore
9310,True, True, False,Unity,Released 2012,Puzzle Compilation,Sci-Fi,Single Player,9.6,7 v, http://indiedb.com/games/amp-watts-circuit
9311,True, True, True,Custom Built,Released 2011,Arcade,Horror,Single Player,8.7,15 , http://indiedb.com/games/the-great-jitters-pudding-panic
9313,True, True, False,Unity,Released 2012,Platformer,Comedy,Single Player,7.4,12 , http://indiedb.com/games/ninja-guy
9315,True, True, True,Custom Built,Released 2012,Real Time Strategy,Sci-Fi,Single & Multiplayer,8.0,5 v, http://indiedb.com/games/blue-libra-2
9316,True, True, False,Unity,Released 2010,Arcade,Sci-Fi,Single Player,7.8,4 v, http://indiedb.com/games/cubetastic
9319,True, False, False,Custom Built,Released 2011,Point and Click,Horror,Single Player,6.4,11 , http://indiedb.com/games/baron-wittard-nemesis-of-ragnarok
9320,True, True, False,Unity,Released 2012,Arcade,Western,Single Player,6.4,7 v, http://indiedb.com/games/exeunt
9321,True, False, False,RPG Maker XP,Released 2012,Visual Novel,Anime,Single Player,4.0,1 v, http://indiedb.com/games/host-holic
9328,True, True, True,Custom Built,Released 2011,Real Time Strategy,Sci-Fi,Single Player,8.1,60 , http://indiedb.com/games/blue-libra
9329,True, True, False,Custom Built,Released 2012,Puzzle Compilation,Sci-Fi,Single Player,7.8,6 v, http://indiedb.com/games/rusty-orb
9330,True, True, True,Custom Built,Released 2011,Car Combat,Sci-Fi,Single & Multiplayer,6.2,54 , http://indiedb.com/games/corebreach
9331,True, True, False,Unity,Released 2012,Tactical Shooter,War,Single Player,7.1,24 , http://indiedb.com/games/tiny-troopers
9335,True, True, True,Ren'py,Released 2011,Visual Novel,Anime,Single Player,7.9,32 , http://indiedb.com/games/always-remember-me
9336,True, True, True,Ren'py,Released 2012,Visual Novel,Anime,Single Player,7.4,9 v, http://indiedb.com/games/encarmine
9339,True, False, False,XNA,Released 2011,Hack 'n' Slash,Fantasy,Single & Multiplayer,9.0,1 v, http://indiedb.com/games/magicka-caverns
9351,True, False, False,XNA,Released 2011,Hack 'n' Slash,Fantasy,Single & Multiplayer,10.0,1 v, http://indiedb.com/games/magicka-vietnam
9358,True, True, True,Ren'py,Released 2011,Visual Novel,Anime,Single Player,8.3,17 , http://indiedb.com/games/lucky-rabbit-reflex
